# SECDED(39,32) Layer1 vectors  count=1504  fnv=0x165aeb0d
# op data32 inword39 injmask39 exp_data32 exp_syn exp_cor exp_de
E 00000000 0000000000 0000000000 00000000 00 0 0
D EF1CB3E9 7BE3963E44 0000001000 EF1CB3E9 0D 1 0
D EF1CB3E9 7BE3963E44 0000002000 EF1CB3E9 0E 1 0
D EF1CB3E9 7BE3963E44 0000004000 EF1CB3E9 0F 1 0
D EF1CB3E9 7BE3963E44 0000008000 EF1CB3E9 10 1 0
D EF1CB3E9 7BE3963E44 0000010000 EF1CB3E9 11 1 0
D EF1CB3E9 7BE3963E44 0000020000 EF1CB3E9 12 1 0
D EF1CB3E9 7BE3963E44 0000040000 EF1CB3E9 13 1 0
D EF1CB3E9 7BE3963E44 0000080000 EF1CB3E9 14 1 0
D EF1CB3E9 7BE3963E44 0000100000 EF1CB3E9 15 1 0
D EF1CB3E9 7BE3963E44 0000200000 EF1CB3E9 16 1 0
D EF1CB3E9 7BE3963E44 0000400000 EF1CB3E9 17 1 0
D EF1CB3E9 7BE3963E44 0000800000 EF1CB3E9 18 1 0
D EF1CB3E9 7BE3963E44 0001000000 EF1CB3E9 19 1 0
D EF1CB3E9 7BE3963E44 0002000000 EF1CB3E9 1A 1 0
D EF1CB3E9 7BE3963E44 0004000000 EF1CB3E9 1B 1 0
D EF1CB3E9 7BE3963E44 0008000000 EF1CB3E9 1C 1 0
D EF1CB3E9 7BE3963E44 0010000000 EF1CB3E9 1D 1 0
D EF1CB3E9 7BE3963E44 0020000000 EF1CB3E9 1E 1 0
D EF1CB3E9 7BE3963E44 0040000000 EF1CB3E9 1F 1 0
D EF1CB3E9 7BE3963E44 0080000000 EF1CB3E9 20 1 0
D EF1CB3E9 7BE3963E44 0100000000 EF1CB3E9 21 1 0
D EF1CB3E9 7BE3963E44 0200000000 EF1CB3E9 22 1 0
D EF1CB3E9 7BE3963E44 0400000000 EF1CB3E9 23 1 0
D EF1CB3E9 7BE3963E44 0800000000 EF1CB3E9 24 1 0
D EF1CB3E9 7BE3963E44 1000000000 EF1CB3E9 25 1 0
D EF1CB3E9 7BE3963E44 2000000000 EF1CB3E9 26 1 0
D EF1CB3E9 7BE3963E44 4000000000 EF1CB3E9 00 1 0
D AD99287C 6B332587E8 0000000001 AD99287C 01 1 0
D AD99287C 6B332587E8 0000000002 AD99287C 02 1 0
D AD99287C 6B332587E8 0000000004 AD99287C 03 1 0
D AD99287C 6B332587E8 0000000008 AD99287C 04 1 0
D AD99287C 6B332587E8 0000000010 AD99287C 05 1 0
D AD99287C 6B332587E8 0000000020 AD99287C 06 1 0
D AD99287C 6B332587E8 0000000040 AD99287C 07 1 0
D AD99287C 6B332587E8 0000000080 AD99287C 08 1 0
D AD99287C 6B332587E8 0000000100 AD99287C 09 1 0
D AD99287C 6B332587E8 0000000200 AD99287C 0A 1 0
D AD99287C 6B332587E8 0000000400 AD99287C 0B 1 0
D AD99287C 6B332587E8 0000000800 AD99287C 0C 1 0
D AD99287C 6B332587E8 0000001000 AD99287C 0D 1 0
D AD99287C 6B332587E8 0000002000 AD99287C 0E 1 0
D AD99287C 6B332587E8 0000004000 AD99287C 0F 1 0
D AD99287C 6B332587E8 0000008000 AD99287C 10 1 0
D AD99287C 6B332587E8 0000010000 AD99287C 11 1 0
D AD99287C 6B332587E8 0000020000 AD99287C 12 1 0
D AD99287C 6B332587E8 0000040000 AD99287C 13 1 0
D AD99287C 6B332587E8 0000080000 AD99287C 14 1 0
D AD99287C 6B332587E8 0000100000 AD99287C 15 1 0
D AD99287C 6B332587E8 0000200000 AD99287C 16 1 0
D AD99287C 6B332587E8 0000400000 AD99287C 17 1 0
D AD99287C 6B332587E8 0000800000 AD99287C 18 1 0
D AD99287C 6B332587E8 0001000000 AD99287C 19 1 0
D AD99287C 6B332587E8 0002000000 AD99287C 1A 1 0
D AD99287C 6B332587E8 0004000000 AD99287C 1B 1 0
D AD99287C 6B332587E8 0008000000 AD99287C 1C 1 0
D AD99287C 6B332587E8 0010000000 AD99287C 1D 1 0
D AD99287C 6B332587E8 0020000000 AD99287C 1E 1 0
D AD99287C 6B332587E8 0040000000 AD99287C 1F 1 0
D AD99287C 6B332587E8 0080000000 AD99287C 20 1 0
D AD99287C 6B332587E8 0100000000 AD99287C 21 1 0
D AD99287C 6B332587E8 0200000000 AD99287C 22 1 0
D AD99287C 6B332587E8 0400000000 AD99287C 23 1 0
D AD99287C 6B332587E8 0800000000 AD99287C 24 1 0
D AD99287C 6B332587E8 1000000000 AD99287C 25 1 0
D AD99287C 6B332587E8 2000000000 AD99287C 26 1 0
D AD99287C 6B332587E8 4000000000 AD99287C 00 1 0
D 37BD9F39 0DF7B3F345 0000000001 37BD9F39 01 1 0
D 37BD9F39 0DF7B3F345 0000000002 37BD9F39 02 1 0
D 37BD9F39 0DF7B3F345 0000000004 37BD9F39 03 1 0
D 37BD9F39 0DF7B3F345 0000000008 37BD9F39 04 1 0
D 37BD9F39 0DF7B3F345 0000000010 37BD9F39 05 1 0
D 37BD9F39 0DF7B3F345 0000000020 37BD9F39 06 1 0
D 37BD9F39 0DF7B3F345 0000000040 37BD9F39 07 1 0
D 37BD9F39 0DF7B3F345 0000000080 37BD9F39 08 1 0
D 37BD9F39 0DF7B3F345 0000000100 37BD9F39 09 1 0
D 37BD9F39 0DF7B3F345 0000000200 37BD9F39 0A 1 0
D 37BD9F39 0DF7B3F345 0000000400 37BD9F39 0B 1 0
D 37BD9F39 0DF7B3F345 0000000800 37BD9F39 0C 1 0
D 37BD9F39 0DF7B3F345 0000001000 37BD9F39 0D 1 0
D 37BD9F39 0DF7B3F345 0000002000 37BD9F39 0E 1 0
D 37BD9F39 0DF7B3F345 0000004000 37BD9F39 0F 1 0
D 37BD9F39 0DF7B3F345 0000008000 37BD9F39 10 1 0
D 37BD9F39 0DF7B3F345 0000010000 37BD9F39 11 1 0
D 37BD9F39 0DF7B3F345 0000020000 37BD9F39 12 1 0
D 37BD9F39 0DF7B3F345 0000040000 37BD9F39 13 1 0
D 37BD9F39 0DF7B3F345 0000080000 37BD9F39 14 1 0
D 37BD9F39 0DF7B3F345 0000100000 37BD9F39 15 1 0
D 37BD9F39 0DF7B3F345 0000200000 37BD9F39 16 1 0
D 37BD9F39 0DF7B3F345 0000400000 37BD9F39 17 1 0
D 37BD9F39 0DF7B3F345 0000800000 37BD9F39 18 1 0
D 37BD9F39 0DF7B3F345 0001000000 37BD9F39 19 1 0
D 37BD9F39 0DF7B3F345 0002000000 37BD9F39 1A 1 0
D 37BD9F39 0DF7B3F345 0004000000 37BD9F39 1B 1 0
D 37BD9F39 0DF7B3F345 0008000000 37BD9F39 1C 1 0
D 37BD9F39 0DF7B3F345 0010000000 37BD9F39 1D 1 0
D 37BD9F39 0DF7B3F345 0020000000 37BD9F39 1E 1 0
D 37BD9F39 0DF7B3F345 0040000000 37BD9F39 1F 1 0
D 37BD9F39 0DF7B3F345 0080000000 37BD9F39 20 1 0
D 37BD9F39 0DF7B3F345 0100000000 37BD9F39 21 1 0
D 37BD9F39 0DF7B3F345 0200000000 37BD9F39 22 1 0
D 37BD9F39 0DF7B3F345 0400000000 37BD9F39 23 1 0
D 37BD9F39 0DF7B3F345 0800000000 37BD9F39 24 1 0
D 37BD9F39 0DF7B3F345 1000000000 37BD9F39 25 1 0
D 37BD9F39 0DF7B3F345 2000000000 37BD9F39 26 1 0
D 37BD9F39 0DF7B3F345 4000000000 37BD9F39 00 1 0
D DAA80A94 765501A9AA 0000000001 DAA80A94 01 1 0
D DAA80A94 765501A9AA 0000000002 DAA80A94 02 1 0
D DAA80A94 765501A9AA 0000000004 DAA80A94 03 1 0
D DAA80A94 765501A9AA 0000000008 DAA80A94 04 1 0
D DAA80A94 765501A9AA 0000000010 DAA80A94 05 1 0
D DAA80A94 765501A9AA 0000000020 DAA80A94 06 1 0
D DAA80A94 765501A9AA 0000000040 DAA80A94 07 1 0
D DAA80A94 765501A9AA 0000000080 DAA80A94 08 1 0
D DAA80A94 765501A9AA 0000000100 DAA80A94 09 1 0
D DAA80A94 765501A9AA 0000000200 DAA80A94 0A 1 0
D DAA80A94 765501A9AA 0000000400 DAA80A94 0B 1 0
D DAA80A94 765501A9AA 0000000800 DAA80A94 0C 1 0
D DAA80A94 765501A9AA 0000001000 DAA80A94 0D 1 0
D DAA80A94 765501A9AA 0000002000 DAA80A94 0E 1 0
D DAA80A94 765501A9AA 0000004000 DAA80A94 0F 1 0
D DAA80A94 765501A9AA 0000008000 DAA80A94 10 1 0
D DAA80A94 765501A9AA 0000010000 DAA80A94 11 1 0
D DAA80A94 765501A9AA 0000020000 DAA80A94 12 1 0
D DAA80A94 765501A9AA 0000040000 DAA80A94 13 1 0
D DAA80A94 765501A9AA 0000080000 DAA80A94 14 1 0
D DAA80A94 765501A9AA 0000100000 DAA80A94 15 1 0
D DAA80A94 765501A9AA 0000200000 DAA80A94 16 1 0
D DAA80A94 765501A9AA 0000400000 DAA80A94 17 1 0
D DAA80A94 765501A9AA 0000800000 DAA80A94 18 1 0
D DAA80A94 765501A9AA 0001000000 DAA80A94 19 1 0
D DAA80A94 765501A9AA 0002000000 DAA80A94 1A 1 0
D DAA80A94 765501A9AA 0004000000 DAA80A94 1B 1 0
D DAA80A94 765501A9AA 0008000000 DAA80A94 1C 1 0
D DAA80A94 765501A9AA 0010000000 DAA80A94 1D 1 0
D DAA80A94 765501A9AA 0020000000 DAA80A94 1E 1 0
D DAA80A94 765501A9AA 0040000000 DAA80A94 1F 1 0
D DAA80A94 765501A9AA 0080000000 DAA80A94 20 1 0
D DAA80A94 765501A9AA 0100000000 DAA80A94 21 1 0
D DAA80A94 765501A9AA 0200000000 DAA80A94 22 1 0
D DAA80A94 765501A9AA 0400000000 DAA80A94 23 1 0
D DAA80A94 765501A9AA 0800000000 DAA80A94 24 1 0
D DAA80A94 765501A9AA 1000000000 DAA80A94 25 1 0
D DAA80A94 765501A9AA 2000000000 DAA80A94 26 1 0
D DAA80A94 765501A9AA 4000000000 DAA80A94 00 1 0
D 95DED102 25BBDA1098 0000000001 95DED102 01 1 0
D 95DED102 25BBDA1098 0000000002 95DED102 02 1 0
D 95DED102 25BBDA1098 0000000004 95DED102 03 1 0
D 95DED102 25BBDA1098 0000000008 95DED102 04 1 0
D 95DED102 25BBDA1098 0000000010 95DED102 05 1 0
D 95DED102 25BBDA1098 0000000020 95DED102 06 1 0
D 95DED102 25BBDA1098 0000000040 95DED102 07 1 0
D 95DED102 25BBDA1098 0000000080 95DED102 08 1 0
D 95DED102 25BBDA1098 0000000100 95DED102 09 1 0
D 95DED102 25BBDA1098 0000000200 95DED102 0A 1 0
D 95DED102 25BBDA1098 0000000400 95DED102 0B 1 0
D 95DED102 25BBDA1098 0000000800 95DED102 0C 1 0
D 95DED102 25BBDA1098 0000001000 95DED102 0D 1 0
D 95DED102 25BBDA1098 0000002000 95DED102 0E 1 0
D 95DED102 25BBDA1098 0000004000 95DED102 0F 1 0
D 95DED102 25BBDA1098 0000008000 95DED102 10 1 0
D 95DED102 25BBDA1098 0000010000 95DED102 11 1 0
D 95DED102 25BBDA1098 0000020000 95DED102 12 1 0
D 95DED102 25BBDA1098 0000040000 95DED102 13 1 0
D 95DED102 25BBDA1098 0000080000 95DED102 14 1 0
D 95DED102 25BBDA1098 0000100000 95DED102 15 1 0
D 95DED102 25BBDA1098 0000200000 95DED102 16 1 0
D 95DED102 25BBDA1098 0000400000 95DED102 17 1 0
D 95DED102 25BBDA1098 0000800000 95DED102 18 1 0
D 95DED102 25BBDA1098 0001000000 95DED102 19 1 0
D 95DED102 25BBDA1098 0002000000 95DED102 1A 1 0
D 95DED102 25BBDA1098 0004000000 95DED102 1B 1 0
D 95DED102 25BBDA1098 0008000000 95DED102 1C 1 0
D 95DED102 25BBDA1098 0010000000 95DED102 1D 1 0
D 95DED102 25BBDA1098 0020000000 95DED102 1E 1 0
D 95DED102 25BBDA1098 0040000000 95DED102 1F 1 0
D 95DED102 25BBDA1098 0080000000 95DED102 20 1 0
D 95DED102 25BBDA1098 0100000000 95DED102 21 1 0
D 95DED102 25BBDA1098 0200000000 95DED102 22 1 0
D 95DED102 25BBDA1098 0400000000 95DED102 23 1 0
D 95DED102 25BBDA1098 0800000000 95DED102 24 1 0
D 95DED102 25BBDA1098 1000000000 95DED102 25 1 0
D 95DED102 25BBDA1098 2000000000 95DED102 26 1 0
D 95DED102 25BBDA1098 4000000000 95DED102 00 1 0
D 4630765A 51460E65DA 0000000001 4630765A 01 1 0
D 4630765A 51460E65DA 0000000002 4630765A 02 1 0
D 4630765A 51460E65DA 0000000004 4630765A 03 1 0
D 4630765A 51460E65DA 0000000008 4630765A 04 1 0
D 4630765A 51460E65DA 0000000010 4630765A 05 1 0
D 4630765A 51460E65DA 0000000020 4630765A 06 1 0
D 4630765A 51460E65DA 0000000040 4630765A 07 1 0
D 4630765A 51460E65DA 0000000080 4630765A 08 1 0
D 4630765A 51460E65DA 0000000100 4630765A 09 1 0
D 4630765A 51460E65DA 0000000200 4630765A 0A 1 0
D 4630765A 51460E65DA 0000000400 4630765A 0B 1 0
D 4630765A 51460E65DA 0000000800 4630765A 0C 1 0
D 4630765A 51460E65DA 0000001000 4630765A 0D 1 0
D 4630765A 51460E65DA 0000002000 4630765A 0E 1 0
D 4630765A 51460E65DA 0000004000 4630765A 0F 1 0
D 4630765A 51460E65DA 0000008000 4630765A 10 1 0
D 4630765A 51460E65DA 0000010000 4630765A 11 1 0
D 4630765A 51460E65DA 0000020000 4630765A 12 1 0
D 4630765A 51460E65DA 0000040000 4630765A 13 1 0
D 4630765A 51460E65DA 0000080000 4630765A 14 1 0
D 4630765A 51460E65DA 0000100000 4630765A 15 1 0
D 4630765A 51460E65DA 0000200000 4630765A 16 1 0
D 4630765A 51460E65DA 0000400000 4630765A 17 1 0
D 4630765A 51460E65DA 0000800000 4630765A 18 1 0
D 4630765A 51460E65DA 0001000000 4630765A 19 1 0
D 4630765A 51460E65DA 0002000000 4630765A 1A 1 0
D 4630765A 51460E65DA 0004000000 4630765A 1B 1 0
D 4630765A 51460E65DA 0008000000 4630765A 1C 1 0
D 4630765A 51460E65DA 0010000000 4630765A 1D 1 0
D 4630765A 51460E65DA 0020000000 4630765A 1E 1 0
D 4630765A 51460E65DA 0040000000 4630765A 1F 1 0
D 4630765A 51460E65DA 0080000000 4630765A 20 1 0
D 4630765A 51460E65DA 0100000000 4630765A 21 1 0
D 4630765A 51460E65DA 0200000000 4630765A 22 1 0
D 4630765A 51460E65DA 0400000000 4630765A 23 1 0
D 4630765A 51460E65DA 0800000000 4630765A 24 1 0
D 4630765A 51460E65DA 1000000000 4630765A 25 1 0
D 4630765A 51460E65DA 2000000000 4630765A 26 1 0
D 4630765A 51460E65DA 4000000000 4630765A 00 1 0
D 845056C9 210A0A6C4D 0000000001 845056C9 01 1 0
D 845056C9 210A0A6C4D 0000000002 845056C9 02 1 0
D 845056C9 210A0A6C4D 0000000004 845056C9 03 1 0
D 845056C9 210A0A6C4D 0000000008 845056C9 04 1 0
D 845056C9 210A0A6C4D 0000000010 845056C9 05 1 0
D 845056C9 210A0A6C4D 0000000020 845056C9 06 1 0
D 845056C9 210A0A6C4D 0000000040 845056C9 07 1 0
D 845056C9 210A0A6C4D 0000000080 845056C9 08 1 0
D 845056C9 210A0A6C4D 0000000100 845056C9 09 1 0
D 845056C9 210A0A6C4D 0000000200 845056C9 0A 1 0
D 845056C9 210A0A6C4D 0000000400 845056C9 0B 1 0
D 845056C9 210A0A6C4D 0000000800 845056C9 0C 1 0
D 845056C9 210A0A6C4D 0000001000 845056C9 0D 1 0
D 845056C9 210A0A6C4D 0000002000 845056C9 0E 1 0
D 845056C9 210A0A6C4D 0000004000 845056C9 0F 1 0
D 845056C9 210A0A6C4D 0000008000 845056C9 10 1 0
D 845056C9 210A0A6C4D 0000010000 845056C9 11 1 0
D 845056C9 210A0A6C4D 0000020000 845056C9 12 1 0
D 845056C9 210A0A6C4D 0000040000 845056C9 13 1 0
D 845056C9 210A0A6C4D 0000080000 845056C9 14 1 0
D 845056C9 210A0A6C4D 0000100000 845056C9 15 1 0
D 845056C9 210A0A6C4D 0000200000 845056C9 16 1 0
D 845056C9 210A0A6C4D 0000400000 845056C9 17 1 0
D 845056C9 210A0A6C4D 0000800000 845056C9 18 1 0
D 845056C9 210A0A6C4D 0001000000 845056C9 19 1 0
D 845056C9 210A0A6C4D 0002000000 845056C9 1A 1 0
D 845056C9 210A0A6C4D 0004000000 845056C9 1B 1 0
D 845056C9 210A0A6C4D 0008000000 845056C9 1C 1 0
D 845056C9 210A0A6C4D 0010000000 845056C9 1D 1 0
D 845056C9 210A0A6C4D 0020000000 845056C9 1E 1 0
D 845056C9 210A0A6C4D 0040000000 845056C9 1F 1 0
D 845056C9 210A0A6C4D 0080000000 845056C9 20 1 0
D 845056C9 210A0A6C4D 0100000000 845056C9 21 1 0
D 845056C9 210A0A6C4D 0200000000 845056C9 22 1 0
D 845056C9 210A0A6C4D 0400000000 845056C9 23 1 0
D 845056C9 210A0A6C4D 0800000000 845056C9 24 1 0
D 845056C9 210A0A6C4D 1000000000 845056C9 25 1 0
D 845056C9 210A0A6C4D 2000000000 845056C9 26 1 0
D 845056C9 210A0A6C4D 4000000000 845056C9 00 1 0
D D7076C27 7560ED42B6 0000000001 D7076C27 01 1 0
D D7076C27 7560ED42B6 0000000002 D7076C27 02 1 0
D D7076C27 7560ED42B6 0000000004 D7076C27 03 1 0
D D7076C27 7560ED42B6 0000000008 D7076C27 04 1 0
D D7076C27 7560ED42B6 0000000010 D7076C27 05 1 0
D D7076C27 7560ED42B6 0000000020 D7076C27 06 1 0
D D7076C27 7560ED42B6 0000000040 D7076C27 07 1 0
D D7076C27 7560ED42B6 0000000080 D7076C27 08 1 0
D D7076C27 7560ED42B6 0000000100 D7076C27 09 1 0
D D7076C27 7560ED42B6 0000000200 D7076C27 0A 1 0
D D7076C27 7560ED42B6 0000000400 D7076C27 0B 1 0
D D7076C27 7560ED42B6 0000000800 D7076C27 0C 1 0
D D7076C27 7560ED42B6 0000001000 D7076C27 0D 1 0
D D7076C27 7560ED42B6 0000002000 D7076C27 0E 1 0
D D7076C27 7560ED42B6 0000004000 D7076C27 0F 1 0
D D7076C27 7560ED42B6 0000008000 D7076C27 10 1 0
D D7076C27 7560ED42B6 0000010000 D7076C27 11 1 0
D D7076C27 7560ED42B6 0000020000 D7076C27 12 1 0
D D7076C27 7560ED42B6 0000040000 D7076C27 13 1 0
D D7076C27 7560ED42B6 0000080000 D7076C27 14 1 0
D D7076C27 7560ED42B6 0000100000 D7076C27 15 1 0
D D7076C27 7560ED42B6 0000200000 D7076C27 16 1 0
D D7076C27 7560ED42B6 0000400000 D7076C27 17 1 0
D D7076C27 7560ED42B6 0000800000 D7076C27 18 1 0
D D7076C27 7560ED42B6 0001000000 D7076C27 19 1 0
D D7076C27 7560ED42B6 0002000000 D7076C27 1A 1 0
D D7076C27 7560ED42B6 0004000000 D7076C27 1B 1 0
D D7076C27 7560ED42B6 0008000000 D7076C27 1C 1 0
D D7076C27 7560ED42B6 0010000000 D7076C27 1D 1 0
D D7076C27 7560ED42B6 0020000000 D7076C27 1E 1 0
D D7076C27 7560ED42B6 0040000000 D7076C27 1F 1 0
D D7076C27 7560ED42B6 0080000000 D7076C27 20 1 0
D D7076C27 7560ED42B6 0100000000 D7076C27 21 1 0
D D7076C27 7560ED42B6 0200000000 D7076C27 22 1 0
D D7076C27 7560ED42B6 0400000000 D7076C27 23 1 0
D D7076C27 7560ED42B6 0800000000 D7076C27 24 1 0
D D7076C27 7560ED42B6 1000000000 D7076C27 25 1 0
D D7076C27 7560ED42B6 2000000000 D7076C27 26 1 0
D D7076C27 7560ED42B6 4000000000 D7076C27 00 1 0
D 108154DD 04902A4DED 0000000001 108154DD 01 1 0
D 108154DD 04902A4DED 0000000002 108154DD 02 1 0
D 108154DD 04902A4DED 0000000004 108154DD 03 1 0
D 108154DD 04902A4DED 0000000008 108154DD 04 1 0
D 108154DD 04902A4DED 0000000010 108154DD 05 1 0
D 108154DD 04902A4DED 0000000020 108154DD 06 1 0
D 108154DD 04902A4DED 0000000040 108154DD 07 1 0
D 108154DD 04902A4DED 0000000080 108154DD 08 1 0
D 108154DD 04902A4DED 0000000100 108154DD 09 1 0
D 108154DD 04902A4DED 0000000200 108154DD 0A 1 0
D 108154DD 04902A4DED 0000000400 108154DD 0B 1 0
D 108154DD 04902A4DED 0000000800 108154DD 0C 1 0
D 108154DD 04902A4DED 0000001000 108154DD 0D 1 0
D 108154DD 04902A4DED 0000002000 108154DD 0E 1 0
D 108154DD 04902A4DED 0000004000 108154DD 0F 1 0
D 108154DD 04902A4DED 0000008000 108154DD 10 1 0
D 108154DD 04902A4DED 0000010000 108154DD 11 1 0
D 108154DD 04902A4DED 0000020000 108154DD 12 1 0
D 108154DD 04902A4DED 0000040000 108154DD 13 1 0
D 108154DD 04902A4DED 0000080000 108154DD 14 1 0
D 108154DD 04902A4DED 0000100000 108154DD 15 1 0
D 108154DD 04902A4DED 0000200000 108154DD 16 1 0
D 108154DD 04902A4DED 0000400000 108154DD 17 1 0
D 108154DD 04902A4DED 0000800000 108154DD 18 1 0
D 108154DD 04902A4DED 0001000000 108154DD 19 1 0
D 108154DD 04902A4DED 0002000000 108154DD 1A 1 0
D 108154DD 04902A4DED 0004000000 108154DD 1B 1 0
D 108154DD 04902A4DED 0008000000 108154DD 1C 1 0
D 108154DD 04902A4DED 0010000000 108154DD 1D 1 0
D 108154DD 04902A4DED 0020000000 108154DD 1E 1 0
D 108154DD 04902A4DED 0040000000 108154DD 1F 1 0
D 108154DD 04902A4DED 0080000000 108154DD 20 1 0
D 108154DD 04902A4DED 0100000000 108154DD 21 1 0
D 108154DD 04902A4DED 0200000000 108154DD 22 1 0
D 108154DD 04902A4DED 0400000000 108154DD 23 1 0
D 108154DD 04902A4DED 0800000000 108154DD 24 1 0
D 108154DD 04902A4DED 1000000000 108154DD 25 1 0
D 108154DD 04902A4DED 2000000000 108154DD 26 1 0
D 108154DD 04902A4DED 4000000000 108154DD 00 1 0
D 2B73A811 0A6E75010E 0000000001 2B73A811 01 1 0
D 2B73A811 0A6E75010E 0000000002 2B73A811 02 1 0
D 2B73A811 0A6E75010E 0000000004 2B73A811 03 1 0
D 2B73A811 0A6E75010E 0000000008 2B73A811 04 1 0
D 2B73A811 0A6E75010E 0000000010 2B73A811 05 1 0
D 2B73A811 0A6E75010E 0000000020 2B73A811 06 1 0
D 2B73A811 0A6E75010E 0000000040 2B73A811 07 1 0
D 2B73A811 0A6E75010E 0000000080 2B73A811 08 1 0
D 2B73A811 0A6E75010E 0000000100 2B73A811 09 1 0
D 2B73A811 0A6E75010E 0000000200 2B73A811 0A 1 0
D 2B73A811 0A6E75010E 0000000400 2B73A811 0B 1 0
D 2B73A811 0A6E75010E 0000000800 2B73A811 0C 1 0
D 2B73A811 0A6E75010E 0000001000 2B73A811 0D 1 0
D 2B73A811 0A6E75010E 0000002000 2B73A811 0E 1 0
D 2B73A811 0A6E75010E 0000004000 2B73A811 0F 1 0
D 2B73A811 0A6E75010E 0000008000 2B73A811 10 1 0
D 2B73A811 0A6E75010E 0000010000 2B73A811 11 1 0
D 2B73A811 0A6E75010E 0000020000 2B73A811 12 1 0
D 2B73A811 0A6E75010E 0000040000 2B73A811 13 1 0
D 2B73A811 0A6E75010E 0000080000 2B73A811 14 1 0
D 2B73A811 0A6E75010E 0000100000 2B73A811 15 1 0
D 2B73A811 0A6E75010E 0000200000 2B73A811 16 1 0
D 2B73A811 0A6E75010E 0000400000 2B73A811 17 1 0
D 2B73A811 0A6E75010E 0000800000 2B73A811 18 1 0
D 2B73A811 0A6E75010E 0001000000 2B73A811 19 1 0
D 2B73A811 0A6E75010E 0002000000 2B73A811 1A 1 0
D 2B73A811 0A6E75010E 0004000000 2B73A811 1B 1 0
D 2B73A811 0A6E75010E 0008000000 2B73A811 1C 1 0
D 2B73A811 0A6E75010E 0010000000 2B73A811 1D 1 0
D 2B73A811 0A6E75010E 0020000000 2B73A811 1E 1 0
D 2B73A811 0A6E75010E 0040000000 2B73A811 1F 1 0
D 2B73A811 0A6E75010E 0080000000 2B73A811 20 1 0
D 2B73A811 0A6E75010E 0100000000 2B73A811 21 1 0
D 2B73A811 0A6E75010E 0200000000 2B73A811 22 1 0
D 2B73A811 0A6E75010E 0400000000 2B73A811 23 1 0
D 2B73A811 0A6E75010E 0800000000 2B73A811 24 1 0
D 2B73A811 0A6E75010E 1000000000 2B73A811 25 1 0
D 2B73A811 0A6E75010E 2000000000 2B73A811 26 1 0
D 2B73A811 0A6E75010E 4000000000 2B73A811 00 1 0
D 1AFB93B5 065F723BA4 0000000001 1AFB93B5 01 1 0
D 1AFB93B5 065F723BA4 0000000002 1AFB93B5 02 1 0
D 1AFB93B5 065F723BA4 0000000004 1AFB93B5 03 1 0
D 1AFB93B5 065F723BA4 0000000008 1AFB93B5 04 1 0
D 1AFB93B5 065F723BA4 0000000010 1AFB93B5 05 1 0
D 1AFB93B5 065F723BA4 0000000020 1AFB93B5 06 1 0
D 1AFB93B5 065F723BA4 0000000040 1AFB93B5 07 1 0
D 1AFB93B5 065F723BA4 0000000080 1AFB93B5 08 1 0
D 1AFB93B5 065F723BA4 0000000100 1AFB93B5 09 1 0
D 1AFB93B5 065F723BA4 0000000200 1AFB93B5 0A 1 0
D 1AFB93B5 065F723BA4 0000000400 1AFB93B5 0B 1 0
D 1AFB93B5 065F723BA4 0000000800 1AFB93B5 0C 1 0
D 1AFB93B5 065F723BA4 0000001000 1AFB93B5 0D 1 0
D 1AFB93B5 065F723BA4 0000002000 1AFB93B5 0E 1 0
D 1AFB93B5 065F723BA4 0000004000 1AFB93B5 0F 1 0
D 1AFB93B5 065F723BA4 0000008000 1AFB93B5 10 1 0
D 1AFB93B5 065F723BA4 0000010000 1AFB93B5 11 1 0
D 1AFB93B5 065F723BA4 0000020000 1AFB93B5 12 1 0
D 1AFB93B5 065F723BA4 0000040000 1AFB93B5 13 1 0
D 1AFB93B5 065F723BA4 0000080000 1AFB93B5 14 1 0
D 1AFB93B5 065F723BA4 0000100000 1AFB93B5 15 1 0
D 1AFB93B5 065F723BA4 0000200000 1AFB93B5 16 1 0
D 1AFB93B5 065F723BA4 0000400000 1AFB93B5 17 1 0
D 1AFB93B5 065F723BA4 0000800000 1AFB93B5 18 1 0
D 1AFB93B5 065F723BA4 0001000000 1AFB93B5 19 1 0
D 1AFB93B5 065F723BA4 0002000000 1AFB93B5 1A 1 0
D 1AFB93B5 065F723BA4 0004000000 1AFB93B5 1B 1 0
D 1AFB93B5 065F723BA4 0008000000 1AFB93B5 1C 1 0
D 1AFB93B5 065F723BA4 0010000000 1AFB93B5 1D 1 0
D 1AFB93B5 065F723BA4 0020000000 1AFB93B5 1E 1 0
D 1AFB93B5 065F723BA4 0040000000 1AFB93B5 1F 1 0
D 1AFB93B5 065F723BA4 0080000000 1AFB93B5 20 1 0
D 1AFB93B5 065F723BA4 0100000000 1AFB93B5 21 1 0
D 1AFB93B5 065F723BA4 0200000000 1AFB93B5 22 1 0
D 1AFB93B5 065F723BA4 0400000000 1AFB93B5 23 1 0
D 1AFB93B5 065F723BA4 0800000000 1AFB93B5 24 1 0
D 1AFB93B5 065F723BA4 1000000000 1AFB93B5 25 1 0
D 1AFB93B5 065F723BA4 2000000000 1AFB93B5 26 1 0
D 1AFB93B5 065F723BA4 4000000000 1AFB93B5 00 1 0
D 34B93838 0D97270341 0000000001 34B93838 01 1 0
D 34B93838 0D97270341 0000000002 34B93838 02 1 0
D 34B93838 0D97270341 0000000004 34B93838 03 1 0
